Time, ProductionCenter, WorkersCount, BufferCount
298.0, Производственный центр №4, 0, 3
298.0, Производственный центр №5, 2, 4
299.0, Производственный центр №1, 2, 245
299.0, Производственный центр №2, 2, 3
299.0, Производственный центр №3, 0, 1
299.0, Производственный центр №4, 2, 2
299.0, Производственный центр №5, 0, 6
300.0, Производственный центр №1, 2, 244
300.0, Производственный центр №2, 2, 2
300.0, Производственный центр №3, 2, 2
300.0, Производственный центр №4, 0, 3
300.0, Производственный центр №5, 0, 4
301.0, Производственный центр №1, 2, 243
301.0, Производственный центр №2, 2, 1
301.0, Производственный центр №3, 2, 3
301.0, Производственный центр №4, 0, 4
301.0, Производственный центр №5, 0, 4
302.0, Производственный центр №1, 2, 242
302.0, Производственный центр №2, 0, 2
302.0, Производственный центр №3, 2, 3
302.0, Производственный центр №4, 2, 4
302.0, Производственный центр №5, 0, 4
303.0, Производственный центр №1, 2, 241
303.0, Производственный центр №2, 2, 2
303.0, Производственный центр №3, 0, 1
303.0, Производственный центр №4, 2, 3
303.0, Производственный центр №5, 0, 8
304.0, Производственный центр №1, 2, 240
304.0, Производственный центр №2, 2, 2
304.0, Производственный центр №3, 0, 1
304.0, Производственный центр №4, 0, 4
304.0, Производственный центр №5, 2, 6
305.0, Производственный центр №1, 2, 239
305.0, Производственный центр №2, 2, 2
305.0, Производственный центр №3, 0, 1
305.0, Производственный центр №4, 2, 5
305.0, Производственный центр №5, 0, 6
306.0, Производственный центр №1, 2, 238
306.0, Производственный центр №2, 2, 2
306.0, Производственный центр №3, 0, 2
306.0, Производственный центр №4, 2, 3
306.0, Производственный центр №5, 0, 8
307.0, Производственный центр №1, 2, 238
307.0, Производственный центр №2, 2, 2
307.0, Производственный центр №3, 0, 2
307.0, Производственный центр №4, 0, 3
307.0, Производственный центр №5, 2, 6
308.0, Производственный центр №1, 2, 236
308.0, Производственный центр №2, 1, 2
308.0, Производственный центр №3, 0, 2
308.0, Производственный центр №4, 3, 5
308.0, Производственный центр №5, 0, 4
309.0, Производственный центр №1, 2, 236
309.0, Производственный центр №2, 1, 1
309.0, Производственный центр №3, 0, 3
309.0, Производственный центр №4, 3, 5
309.0, Производственный центр №5, 0, 4
310.0, Производственный центр №1, 2, 236
310.0, Производственный центр №2, 0, 1
310.0, Производственный центр №3, 2, 3
310.0, Производственный центр №4, 2, 3
310.0, Производственный центр №5, 0, 6
311.0, Производственный центр №1, 2, 234
311.0, Производственный центр №2, 2, 3
311.0, Производственный центр №3, 2, 3
311.0, Производственный центр №4, 0, 3
311.0, Производственный центр №5, 0, 4
312.0, Производственный центр №1, 2, 234
312.0, Производственный центр №2, 2, 3
312.0, Производственный центр №3, 2, 1
312.0, Производственный центр №4, 0, 3
312.0, Производственный центр №5, 0, 6
313.0, Производственный центр №1, 2, 233
313.0, Производственный центр №2, 2, 3
313.0, Производственный центр №3, 0, 1
313.0, Производственный центр №4, 2, 4
313.0, Производственный центр №5, 0, 4
314.0, Производственный центр №1, 2, 232
314.0, Производственный центр №2, 2, 3
314.0, Производственный центр №3, 0, 1
314.0, Производственный центр №4, 2, 5
314.0, Производственный центр №5, 0, 4
315.0, Производственный центр №1, 2, 231
315.0, Производственный центр №2, 0, 1
315.0, Производственный центр №3, 2, 3
315.0, Производственный центр №4, 2, 4
315.0, Производственный центр №5, 0, 6
316.0, Производственный центр №1, 2, 230
316.0, Производственный центр №2, 2, 2
316.0, Производственный центр №3, 2, 3
316.0, Производственный центр №4, 0, 3
316.0, Производственный центр №5, 0, 7
317.0, Производственный центр №1, 2, 229
317.0, Производственный центр №2, 2, 2
317.0, Производственный центр №3, 2, 3
317.0, Производственный центр №4, 0, 4
317.0, Производственный центр №5, 0, 5
318.0, Производственный центр №1, 2, 228
318.0, Производственный центр №2, 1, 2
318.0, Производственный центр №3, 0, 1
318.0, Производственный центр №4, 3, 4
318.0, Производственный центр №5, 0, 8
319.0, Производственный центр №1, 2, 227
319.0, Производственный центр №2, 0, 2
319.0, Производственный центр №3, 0, 1
319.0, Производственный центр №4, 3, 5
319.0, Производственный центр №5, 1, 6
320.0, Производственный центр №1, 2, 226
320.0, Производственный центр №2, 2, 3
320.0, Производственный центр №3, 0, 1
320.0, Производственный центр №4, 2, 3
320.0, Производственный центр №5, 0, 8
321.0, Производственный центр №1, 2, 226
321.0, Производственный центр №2, 2, 2
321.0, Производственный центр №3, 0, 2
321.0, Производственный центр №4, 0, 3
321.0, Производственный центр №5, 2, 6
322.0, Производственный центр №1, 2, 224
322.0, Производственный центр №2, 0, 1
322.0, Производственный центр №3, 2, 3
322.0, Производственный центр №4, 2, 5
322.0, Производственный центр №5, 0, 4
323.0, Производственный центр №1, 2, 224
323.0, Производственный центр №2, 0, 1
323.0, Производственный центр №3, 2, 3
323.0, Производственный центр №4, 2, 4
323.0, Производственный центр №5, 0, 5
324.0, Производственный центр №1, 2, 224
324.0, Производственный центр №2, 0, 1
324.0, Производственный центр №3, 2, 3
324.0, Производственный центр №4, 2, 3
324.0, Производственный центр №5, 0, 6
325.0, Производственный центр №1, 2, 222
325.0, Производственный центр №2, 2, 3
325.0, Производственный центр №3, 0, 1
325.0, Производственный центр №4, 0, 3
325.0, Производственный центр №5, 2, 6
326.0, Производственный центр №1, 2, 222
326.0, Производственный центр №2, 2, 3
326.0, Производственный центр №3, 0, 1
326.0, Производственный центр №4, 0, 3
326.0, Производственный центр №5, 2, 4
327.0, Производственный центр №1, 2, 221
327.0, Производственный центр №2, 2, 3
327.0, Производственный центр №3, 0, 1
327.0, Производственный центр №4, 2, 2
327.0, Производственный центр №5, 0, 6
328.0, Производственный центр №1, 2, 220
328.0, Производственный центр №2, 2, 2
328.0, Производственный центр №3, 2, 2
328.0, Производственный центр №4, 0, 3
328.0, Производственный центр №5, 0, 4
329.0, Производственный центр №1, 2, 219
329.0, Производственный центр №2, 2, 1
329.0, Производственный центр №3, 2, 3
329.0, Производственный центр №4, 0, 4
329.0, Производственный центр №5, 0, 4
330.0, Производственный центр №1, 2, 218
330.0, Производственный центр №2, 0, 2
330.0, Производственный центр №3, 2, 3
330.0, Производственный центр №4, 2, 4
330.0, Производственный центр №5, 0, 4
331.0, Производственный центр №1, 2, 217
331.0, Производственный центр №2, 2, 2
331.0, Производственный центр №3, 0, 1
331.0, Производственный центр №4, 2, 3
331.0, Производственный центр №5, 0, 8
332.0, Производственный центр №1, 2, 216
332.0, Производственный центр №2, 2, 2
332.0, Производственный центр №3, 0, 1
332.0, Производственный центр №4, 0, 4
332.0, Производственный центр №5, 2, 6
333.0, Производственный центр №1, 2, 215
333.0, Производственный центр №2, 2, 2
333.0, Производственный центр №3, 0, 1
333.0, Производственный центр №4, 2, 5
333.0, Производственный центр №5, 0, 6
334.0, Производственный центр №1, 2, 214
334.0, Производственный центр №2, 2, 2
334.0, Производственный центр №3, 0, 2
334.0, Производственный центр №4, 2, 3
334.0, Производственный центр №5, 0, 8
335.0, Производственный центр №1, 2, 214
335.0, Производственный центр №2, 2, 2
335.0, Производственный центр №3, 0, 2
335.0, Производственный центр №4, 0, 3
335.0, Производственный центр №5, 2, 6
336.0, Производственный центр №1, 2, 212
336.0, Производственный центр №2, 1, 2
336.0, Производственный центр №3, 0, 2
336.0, Производственный центр №4, 3, 5
336.0, Производственный центр №5, 0, 4
337.0, Производственный центр №1, 2, 212
337.0, Производственный центр №2, 1, 1
337.0, Производственный центр №3, 0, 3
337.0, Производственный центр №4, 3, 5
337.0, Производственный центр №5, 0, 4
338.0, Производственный центр №1, 2, 212
338.0, Производственный центр №2, 0, 1
338.0, Производственный центр №3, 2, 3
338.0, Производственный центр №4, 2, 3
338.0, Производственный центр №5, 0, 6
339.0, Производственный центр №1, 2, 210
339.0, Производственный центр №2, 2, 3
339.0, Производственный центр №3, 2, 3
339.0, Производственный центр №4, 0, 3
339.0, Производственный центр №5, 0, 4
340.0, Производственный центр №1, 2, 210
340.0, Производственный центр №2, 2, 3
340.0, Производственный центр №3, 2, 1
340.0, Производственный центр №4, 0, 3
340.0, Производственный центр №5, 0, 6
341.0, Производственный центр №1, 2, 209
341.0, Производственный центр №2, 2, 3
341.0, Производственный центр №3, 0, 1
341.0, Производственный центр №4, 2, 4
341.0, Производственный центр №5, 0, 4
342.0, Производственный центр №1, 2, 208
342.0, Производственный центр №2, 2, 3
342.0, Производственный центр №3, 0, 1
342.0, Производственный центр №4, 2, 5
342.0, Производственный центр №5, 0, 4
343.0, Производственный центр №1, 2, 207
343.0, Производственный центр №2, 0, 1
343.0, Производственный центр №3, 2, 3
343.0, Производственный центр №4, 2, 4
343.0, Производственный центр №5, 0, 6
344.0, Производственный центр №1, 2, 206
344.0, Производственный центр №2, 2, 2
344.0, Производственный центр №3, 2, 3
344.0, Производственный центр №4, 0, 3
344.0, Производственный центр №5, 0, 7
345.0, Производственный центр №1, 2, 205
345.0, Производственный центр №2, 2, 2
345.0, Производственный центр №3, 2, 3
345.0, Производственный центр №4, 0, 4
345.0, Производственный центр №5, 0, 5
346.0, Производственный центр №1, 2, 204
346.0, Производственный центр №2, 1, 2
346.0, Производственный центр №3, 0, 1
346.0, Производственный центр №4, 3, 4
346.0, Производственный центр №5, 0, 8
347.0, Производственный центр №1, 2, 203
347.0, Производственный центр №2, 0, 2
347.0, Производственный центр №3, 0, 1
347.0, Производственный центр №4, 3, 5
347.0, Производственный центр №5, 1, 6
348.0, Производственный центр №1, 2, 202
348.0, Производственный центр №2, 2, 3
348.0, Производственный центр №3, 0, 1
348.0, Производственный центр №4, 2, 3
348.0, Производственный центр №5, 0, 8
349.0, Производственный центр №1, 2, 202
349.0, Производственный центр №2, 2, 2
349.0, Производственный центр №3, 0, 2
349.0, Производственный центр №4, 0, 3
349.0, Производственный центр №5, 2, 6
350.0, Производственный центр №1, 2, 200
350.0, Производственный центр №2, 0, 1
350.0, Производственный центр №3, 2, 3
350.0, Производственный центр №4, 2, 5
350.0, Производственный центр №5, 0, 4
351.0, Производственный центр №1, 2, 200
351.0, Производственный центр №2, 0, 1
351.0, Производственный центр №3, 2, 3
351.0, Производственный центр №4, 2, 4
351.0, Производственный центр №5, 0, 5
352.0, Производственный центр №1, 2, 200
352.0, Производственный центр №2, 0, 1
352.0, Производственный центр №3, 2, 3
352.0, Производственный центр №4, 2, 3
352.0, Производственный центр №5, 0, 6
353.0, Производственный центр №1, 2, 198
353.0, Производственный центр №2, 2, 3
353.0, Производственный центр №3, 0, 1
353.0, Производственный центр №4, 0, 3
353.0, Производственный центр №5, 2, 6
354.0, Производственный центр №1, 2, 198
354.0, Производственный центр №2, 2, 3
354.0, Производственный центр №3, 0, 1
354.0, Производственный центр №4, 0, 3
354.0, Производственный центр №5, 2, 4
355.0, Производственный центр №1, 2, 197
355.0, Производственный центр №2, 2, 3
355.0, Производственный центр №3, 0, 1
355.0, Производственный центр №4, 2, 2
355.0, Производственный центр №5, 0, 6
356.0, Производственный центр №1, 2, 196
356.0, Производственный центр №2, 2, 2
356.0, Производственный центр №3, 2, 2
356.0, Производственный центр №4, 0, 3
356.0, Производственный центр №5, 0, 4
357.0, Производственный центр №1, 2, 195
357.0, Производственный центр №2, 2, 1
357.0, Производственный центр №3, 2, 3
357.0, Производственный центр №4, 0, 4
357.0, Производственный центр №5, 0, 4
358.0, Производственный центр №1, 2, 194
358.0, Производственный центр №2, 0, 2
358.0, Производственный центр №3, 2, 3
358.0, Производственный центр №4, 2, 4
358.0, Производственный центр №5, 0, 4
359.0, Производственный центр №1, 2, 193
359.0, Производственный центр №2, 2, 2
359.0, Производственный центр №3, 0, 1
359.0, Производственный центр №4, 2, 3
359.0, Производственный центр №5, 0, 8
360.0, Производственный центр №1, 2, 192
360.0, Производственный центр №2, 2, 2
360.0, Производственный центр №3, 0, 1
360.0, Производственный центр №4, 0, 4
360.0, Производственный центр №5, 2, 6
361.0, Производственный центр №1, 2, 191
361.0, Производственный центр №2, 2, 2
361.0, Производственный центр №3, 0, 1
361.0, Производственный центр №4, 2, 5
361.0, Производственный центр №5, 0, 6
362.0, Производственный центр №1, 2, 190
362.0, Производственный центр №2, 2, 2
362.0, Производственный центр №3, 0, 2
362.0, Производственный центр №4, 2, 3
362.0, Производственный центр №5, 0, 8
363.0, Производственный центр №1, 2, 190
363.0, Производственный центр №2, 2, 2
363.0, Производственный центр №3, 0, 2
363.0, Производственный центр №4, 0, 3
363.0, Производственный центр №5, 2, 6
364.0, Производственный центр №1, 2, 188
364.0, Производственный центр №2, 1, 2
364.0, Производственный центр №3, 0, 2
364.0, Производственный центр №4, 3, 5
364.0, Производственный центр №5, 0, 4
365.0, Производственный центр №1, 2, 188
365.0, Производственный центр №2, 1, 1
365.0, Производственный центр №3, 0, 3
365.0, Производственный центр №4, 3, 5
365.0, Производственный центр №5, 0, 4
366.0, Производственный центр №1, 2, 188
366.0, Производственный центр №2, 0, 1
366.0, Производственный центр №3, 2, 3
366.0, Производственный центр №4, 2, 3
366.0, Производственный центр №5, 0, 6
367.0, Производственный центр №1, 2, 186
367.0, Производственный центр №2, 2, 3
367.0, Производственный центр №3, 2, 3
367.0, Производственный центр №4, 0, 3
367.0, Производственный центр №5, 0, 4
368.0, Производственный центр №1, 2, 186
368.0, Производственный центр №2, 2, 3
368.0, Производственный центр №3, 2, 1
368.0, Производственный центр №4, 0, 3
368.0, Производственный центр №5, 0, 6
369.0, Производственный центр №1, 2, 185
369.0, Производственный центр №2, 2, 3
369.0, Производственный центр №3, 0, 1
369.0, Производственный центр №4, 2, 4
369.0, Производственный центр №5, 0, 4
370.0, Производственный центр №1, 2, 184
370.0, Производственный центр №2, 2, 3
370.0, Производственный центр №3, 0, 1
370.0, Производственный центр №4, 2, 5
370.0, Производственный центр №5, 0, 4
371.0, Производственный центр №1, 2, 183
371.0, Производственный центр №2, 0, 1
371.0, Производственный центр №3, 2, 3
371.0, Производственный центр №4, 2, 4
371.0, Производственный центр №5, 0, 6
372.0, Производственный центр №1, 2, 182
372.0, Производственный центр №2, 2, 2
372.0, Производственный центр №3, 2, 3
372.0, Производственный центр №4, 0, 3
372.0, Производственный центр №5, 0, 7
373.0, Производственный центр №1, 2, 181
373.0, Производственный центр №2, 2, 2
373.0, Производственный центр №3, 2, 3
373.0, Производственный центр №4, 0, 4
373.0, Производственный центр №5, 0, 5
374.0, Производственный центр №1, 2, 180
374.0, Производственный центр №2, 1, 2
374.0, Производственный центр №3, 0, 1
374.0, Производственный центр №4, 3, 4
374.0, Производственный центр №5, 0, 8
375.0, Производственный центр №1, 2, 179
375.0, Производственный центр №2, 0, 2
375.0, Производственный центр №3, 0, 1
375.0, Производственный центр №4, 3, 5
375.0, Производственный центр №5, 1, 6
376.0, Производственный центр №1, 2, 178
376.0, Производственный центр №2, 2, 3
376.0, Производственный центр №3, 0, 1
376.0, Производственный центр №4, 2, 3
376.0, Производственный центр №5, 0, 8
377.0, Производственный центр №1, 2, 178
377.0, Производственный центр №2, 2, 2
377.0, Производственный центр №3, 0, 2
377.0, Производственный центр №4, 0, 3
377.0, Производственный центр №5, 2, 6
378.0, Производственный центр №1, 2, 176
378.0, Производственный центр №2, 0, 1
378.0, Производственный центр №3, 2, 3
378.0, Производственный центр №4, 2, 5
378.0, Производственный центр №5, 0, 4
379.0, Производственный центр №1, 2, 176
379.0, Производственный центр №2, 0, 1
379.0, Производственный центр №3, 2, 3
379.0, Производственный центр №4, 2, 4
379.0, Производственный центр №5, 0, 5
380.0, Производственный центр №1, 2, 176
380.0, Производственный центр №2, 0, 1
380.0, Производственный центр №3, 2, 3
380.0, Производственный центр №4, 2, 3
380.0, Производственный центр №5, 0, 6
381.0, Производственный центр №1, 2, 174
381.0, Производственный центр №2, 2, 3
381.0, Производственный центр №3, 0, 1
381.0, Производственный центр №4, 0, 3
381.0, Производственный центр №5, 2, 6
382.0, Производственный центр №1, 2, 174
382.0, Производственный центр №2, 2, 3
382.0, Производственный центр №3, 0, 1
382.0, Производственный центр №4, 0, 3
382.0, Производственный центр №5, 2, 4
383.0, Производственный центр №1, 2, 173
383.0, Производственный центр №2, 2, 3
383.0, Производственный центр №3, 0, 1
383.0, Производственный центр №4, 2, 2
383.0, Производственный центр №5, 0, 6
384.0, Производственный центр №1, 2, 172
384.0, Производственный центр №2, 2, 2
384.0, Производственный центр №3, 2, 2
384.0, Производственный центр №4, 0, 3
384.0, Производственный центр №5, 0, 4
385.0, Производственный центр №1, 2, 171
385.0, Производственный центр №2, 2, 1
385.0, Производственный центр №3, 2, 3
385.0, Производственный центр №4, 0, 4
385.0, Производственный центр №5, 0, 4
386.0, Производственный центр №1, 2, 170
386.0, Производственный центр №2, 0, 2
386.0, Производственный центр №3, 2, 3
386.0, Производственный центр №4, 2, 4
386.0, Производственный центр №5, 0, 4
387.0, Производственный центр №1, 2, 169
387.0, Производственный центр №2, 2, 2
387.0, Производственный центр №3, 0, 1
387.0, Производственный центр №4, 2, 3
387.0, Производственный центр №5, 0, 8
388.0, Производственный центр №1, 2, 168
388.0, Производственный центр №2, 2, 2
388.0, Производственный центр №3, 0, 1
388.0, Производственный центр №4, 0, 4
388.0, Производственный центр №5, 2, 6
389.0, Производственный центр №1, 2, 167
389.0, Производственный центр №2, 2, 2
389.0, Производственный центр №3, 0, 1
389.0, Производственный центр №4, 2, 5
389.0, Производственный центр №5, 0, 6
390.0, Производственный центр №1, 2, 166
390.0, Производственный центр №2, 2, 2
390.0, Производственный центр №3, 0, 2
390.0, Производственный центр №4, 2, 3
390.0, Производственный центр №5, 0, 8
391.0, Производственный центр №1, 2, 166
391.0, Производственный центр №2, 2, 2
391.0, Производственный центр №3, 0, 2
391.0, Производственный центр №4, 0, 3
391.0, Производственный центр №5, 2, 6
392.0, Производственный центр №1, 2, 164
392.0, Производственный центр №2, 1, 2
392.0, Производственный центр №3, 0, 2
392.0, Производственный центр №4, 3, 5
392.0, Производственный центр №5, 0, 4
393.0, Производственный центр №1, 2, 164
393.0, Производственный центр №2, 1, 1
393.0, Производственный центр №3, 0, 3
393.0, Производственный центр №4, 3, 5
393.0, Производственный центр №5, 0, 4
394.0, Производственный центр №1, 2, 164
394.0, Производственный центр №2, 0, 1
394.0, Производственный центр №3, 2, 3
394.0, Производственный центр №4, 2, 3
394.0, Производственный центр №5, 0, 6
395.0, Производственный центр №1, 2, 162
395.0, Производственный центр №2, 2, 3
395.0, Производственный центр №3, 2, 3
395.0, Производственный центр №4, 0, 3
395.0, Производственный центр №5, 0, 4
396.0, Производственный центр №1, 2, 162
396.0, Производственный центр №2, 2, 3
396.0, Производственный центр №3, 2, 1
396.0, Производственный центр №4, 0, 3
396.0, Производственный центр №5, 0, 6
397.0, Производственный центр №1, 2, 161
397.0, Производственный центр №2, 2, 3
397.0, Производственный центр №3, 0, 1
397.0, Производственный центр №4, 2, 4
397.0, Производственный центр №5, 0, 4
398.0, Производственный центр №1, 2, 160
398.0, Производственный центр №2, 2, 3
398.0, Производственный центр №3, 0, 1
398.0, Производственный центр №4, 2, 5
398.0, Производственный центр №5, 0, 4
399.0, Производственный центр №1, 2, 159
399.0, Производственный центр №2, 0, 1
399.0, Производственный центр №3, 2, 3
399.0, Производственный центр №4, 2, 4
399.0, Производственный центр №5, 0, 6
400.0, Производственный центр №1, 2, 158
400.0, Производственный центр №2, 2, 2
400.0, Производственный центр №3, 2, 3
400.0, Производственный центр №4, 0, 3
400.0, Производственный центр №5, 0, 7
401.0, Производственный центр №1, 2, 157
401.0, Производственный центр №2, 2, 2
401.0, Производственный центр №3, 2, 3
401.0, Производственный центр №4, 0, 4
401.0, Производственный центр №5, 0, 5
402.0, Производственный центр №1, 2, 156
402.0, Производственный центр №2, 1, 2
402.0, Производственный центр №3, 0, 1
402.0, Производственный центр №4, 3, 4
402.0, Производственный центр №5, 0, 8
403.0, Производственный центр №1, 2, 155
403.0, Производственный центр №2, 0, 2
403.0, Производственный центр №3, 0, 1
403.0, Производственный центр №4, 3, 5
403.0, Производственный центр №5, 1, 6
404.0, Производственный центр №1, 2, 154
404.0, Производственный центр №2, 2, 3
404.0, Производственный центр №3, 0, 1
404.0, Производственный центр №4, 2, 3
404.0, Производственный центр №5, 0, 8
405.0, Производственный центр №1, 2, 154
405.0, Производственный центр №2, 2, 2
405.0, Производственный центр №3, 0, 2
405.0, Производственный центр №4, 0, 3
405.0, Производственный центр №5, 2, 6
406.0, Производственный центр №1, 2, 152
406.0, Производственный центр №2, 0, 1
406.0, Производственный центр №3, 2, 3
406.0, Производственный центр №4, 2, 5
406.0, Производственный центр №5, 0, 4
407.0, Производственный центр №1, 2, 152
407.0, Производственный центр №2, 0, 1
407.0, Производственный центр №3, 2, 3
407.0, Производственный центр №4, 2, 4
407.0, Производственный центр №5, 0, 5
408.0, Производственный центр №1, 2, 152
408.0, Производственный центр №2, 0, 1
408.0, Производственный центр №3, 2, 3
408.0, Производственный центр №4, 2, 3
408.0, Производственный центр №5, 0, 6
409.0, Производственный центр №1, 2, 150
409.0, Производственный центр №2, 2, 3
409.0, Производственный центр №3, 0, 1
409.0, Производственный центр №4, 0, 3
409.0, Производственный центр №5, 2, 6
410.0, Производственный центр №1, 2, 150
410.0, Производственный центр №2, 2, 3
410.0, Производственный центр №3, 0, 1
410.0, Производственный центр №4, 0, 3
410.0, Производственный центр №5, 2, 4
411.0, Производственный центр №1, 2, 149
411.0, Производственный центр №2, 2, 3
411.0, Производственный центр №3, 0, 1
411.0, Производственный центр №4, 2, 2
411.0, Производственный центр №5, 0, 6
412.0, Производственный центр №1, 2, 148
412.0, Производственный центр №2, 2, 2
412.0, Производственный центр №3, 2, 2
412.0, Производственный центр №4, 0, 3
412.0, Производственный центр №5, 0, 4
413.0, Производственный центр №1, 2, 147
413.0, Производственный центр №2, 2, 1
413.0, Производственный центр №3, 2, 3
413.0, Производственный центр №4, 0, 4
413.0, Производственный центр №5, 0, 4
414.0, Производственный центр №1, 2, 146
414.0, Производственный центр №2, 0, 2
414.0, Производственный центр №3, 2, 3
414.0, Производственный центр №4, 2, 4
414.0, Производственный центр №5, 0, 4
415.0, Производственный центр №1, 2, 145
415.0, Производственный центр №2, 2, 2
415.0, Производственный центр №3, 0, 1
415.0, Производственный центр №4, 2, 3
415.0, Производственный центр №5, 0, 8
416.0, Производственный центр №1, 2, 144
416.0, Производственный центр №2, 2, 2
416.0, Производственный центр №3, 0, 1
416.0, Производственный центр №4, 0, 4
416.0, Производственный центр №5, 2, 6
417.0, Производственный центр №1, 2, 143
417.0, Производственный центр №2, 2, 2
417.0, Производственный центр №3, 0, 1
417.0, Производственный центр №4, 2, 5
417.0, Производственный центр №5, 0, 6
418.0, Производственный центр №1, 2, 142
418.0, Производственный центр №2, 2, 2
418.0, Производственный центр №3, 0, 2
418.0, Производственный центр №4, 2, 3
418.0, Производственный центр №5, 0, 8
419.0, Производственный центр №1, 2, 142
419.0, Производственный центр №2, 2, 2
419.0, Производственный центр №3, 0, 2
419.0, Производственный центр №4, 0, 3
419.0, Производственный центр №5, 2, 6
420.0, Производственный центр №1, 2, 140
420.0, Производственный центр №2, 1, 2
420.0, Производственный центр №3, 0, 2
420.0, Производственный центр №4, 3, 5
420.0, Производственный центр №5, 0, 4
421.0, Производственный центр №1, 2, 140
421.0, Производственный центр №2, 1, 1
421.0, Производственный центр №3, 0, 3
421.0, Производственный центр №4, 3, 5
421.0, Производственный центр №5, 0, 4
422.0, Производственный центр №1, 2, 140
422.0, Производственный центр №2, 0, 1
422.0, Производственный центр №3, 2, 3
422.0, Производственный центр №4, 2, 3
422.0, Производственный центр №5, 0, 6
423.0, Производственный центр №1, 2, 138
423.0, Производственный центр №2, 2, 3
423.0, Производственный центр №3, 2, 3
423.0, Производственный центр №4, 0, 3
423.0, Производственный центр №5, 0, 4
424.0, Производственный центр №1, 2, 138
424.0, Производственный центр №2, 2, 3
424.0, Производственный центр №3, 2, 1
424.0, Производственный центр №4, 0, 3
424.0, Производственный центр №5, 0, 6
425.0, Производственный центр №1, 2, 137
425.0, Производственный центр №2, 2, 3
425.0, Производственный центр №3, 0, 1
425.0, Производственный центр №4, 2, 4
425.0, Производственный центр №5, 0, 4
426.0, Производственный центр №1, 2, 136
426.0, Производственный центр №2, 2, 3
426.0, Производственный центр №3, 0, 1
426.0, Производственный центр №4, 2, 5
426.0, Производственный центр №5, 0, 4
427.0, Производственный центр №1, 2, 135
427.0, Производственный центр №2, 0, 1
427.0, Производственный центр №3, 2, 3
427.0, Производственный центр №4, 2, 4
427.0, Производственный центр №5, 0, 6
428.0, Производственный центр №1, 2, 134
428.0, Производственный центр №2, 2, 2
428.0, Производственный центр №3, 2, 3
428.0, Производственный центр №4, 0, 3
428.0, Производственный центр №5, 0, 7
429.0, Производственный центр №1, 2, 133
429.0, Производственный центр №2, 2, 2
429.0, Производственный центр №3, 2, 3
429.0, Производственный центр №4, 0, 4
429.0, Производственный центр №5, 0, 5
430.0, Производственный центр №1, 2, 132
430.0, Производственный центр №2, 1, 2
430.0, Производственный центр №3, 0, 1
430.0, Производственный центр №4, 3, 4
430.0, Производственный центр №5, 0, 8
431.0, Производственный центр №1, 2, 131
431.0, Производственный центр №2, 0, 2
431.0, Производственный центр №3, 0, 1
431.0, Производственный центр №4, 3, 5
431.0, Производственный центр №5, 1, 6
432.0, Производственный центр №1, 2, 130
432.0, Производственный центр №2, 2, 3
432.0, Производственный центр №3, 0, 1
432.0, Производственный центр №4, 2, 3
432.0, Производственный центр №5, 0, 8
433.0, Производственный центр №1, 2, 130
433.0, Производственный центр №2, 2, 2
433.0, Производственный центр №3, 0, 2
433.0, Производственный центр №4, 0, 3
433.0, Производственный центр №5, 2, 6
434.0, Производственный центр №1, 2, 128
434.0, Производственный центр №2, 0, 1
434.0, Производственный центр №3, 2, 3
434.0, Производственный центр №4, 2, 5
434.0, Производственный центр №5, 0, 4
435.0, Производственный центр №1, 2, 128
435.0, Производственный центр №2, 0, 1
435.0, Производственный центр №3, 2, 3
435.0, Производственный центр №4, 2, 4
435.0, Производственный центр №5, 0, 5
436.0, Производственный центр №1, 2, 128
436.0, Производственный центр №2, 0, 1
436.0, Производственный центр №3, 2, 3
436.0, Производственный центр №4, 2, 3
436.0, Производственный центр №5, 0, 6
437.0, Производственный центр №1, 2, 126
437.0, Производственный центр №2, 2, 3
437.0, Производственный центр №3, 0, 1
437.0, Производственный центр №4, 0, 3
437.0, Производственный центр №5, 2, 6
438.0, Производственный центр №1, 2, 126
438.0, Производственный центр №2, 2, 3
438.0, Производственный центр №3, 0, 1
438.0, Производственный центр №4, 0, 3
438.0, Производственный центр №5, 2, 4
439.0, Производственный центр №1, 2, 125
439.0, Производственный центр №2, 2, 3
439.0, Производственный центр №3, 0, 1
439.0, Производственный центр №4, 2, 2
439.0, Производственный центр №5, 0, 6
440.0, Производственный центр №1, 2, 124
440.0, Производственный центр №2, 2, 2
440.0, Производственный центр №3, 2, 2
440.0, Производственный центр №4, 0, 3
440.0, Производственный центр №5, 0, 4
441.0, Производственный центр №1, 2, 123
441.0, Производственный центр №2, 2, 1
441.0, Производственный центр №3, 2, 3
441.0, Производственный центр №4, 0, 4
441.0, Производственный центр №5, 0, 4
442.0, Производственный центр №1, 2, 122
442.0, Производственный центр №2, 0, 2
442.0, Производственный центр №3, 2, 3
442.0, Производственный центр №4, 2, 4
442.0, Производственный центр №5, 0, 4
